%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
4.0, 11.085063934326172, 23.759584426879883, 23.714706420898438, 31.041170120239258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154435488E9, 2021-02-14 20:05:54.435
4.0, 1.3239245414733887, 1.1593689918518066, 0.34033089876174927, 7.229226589202881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154435488E9, 2021-02-14 20:05:54.435
5.0, 5.194721221923828, 10.310904502868652, 11.41043472290039, 16.549057006835938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154449342E9, 2021-02-14 20:05:54.449
5.0, 10.965386390686035, 13.665594100952148, 20.517091751098633, 33.711456298828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154449342E9, 2021-02-14 20:05:54.449
6.0, 7.94354772567749, 10.845709800720215, 9.087956428527832, 24.788057327270508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154464696E9, 2021-02-14 20:05:54.464
6.0, 3.863316535949707, 3.1751749515533447, 2.146702527999878, 8.478353500366211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154464696E9, 2021-02-14 20:05:54.464
7.0, 9.147795677185059, 15.041877746582031, 17.67102813720703, 24.889034271240234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154496372E9, 2021-02-14 20:05:54.496
7.0, 9.215113639831543, 19.26796531677246, 26.03718376159668, 31.89386749267578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154496372E9, 2021-02-14 20:05:54.496
8.0, 0.9686340689659119, 1.7315737009048462, -0.7405002117156982, 5.624809741973877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154497106E9, 2021-02-14 20:05:54.497
8.0, 8.912181854248047, 14.768864631652832, 13.762831687927246, 18.979991912841797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154497106E9, 2021-02-14 20:05:54.497
9.0, 9.963093757629395, 18.303070068359375, 23.041522979736328, 29.118860244750977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154497808E9, 2021-02-14 20:05:54.497
9.0, 1.9260485172271729, -0.6806617975234985, -2.8385841846466064, 7.999646186828613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154497808E9, 2021-02-14 20:05:54.497
10.0, 8.156722068786621, 10.049111366271973, 9.110396385192871, 17.15492057800293, 0.0, 0.0, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154498588E9, 2021-02-14 20:05:54.498
10.0, 9.31609058380127, 21.0631160736084, 23.385595321655273, 32.36883544921875, 0.0, 0.0, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154498588E9, 2021-02-14 20:05:54.498
11.0, 9.985532760620117, 9.656421661376953, 11.728325843811035, 22.117769241333008, 0.0, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154509288E9, 2021-02-14 20:05:54.509
11.0, 5.692127704620361, 7.820130825042725, 4.184947967529297, 8.99071979522705, 0.0, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154509288E9, 2021-02-14 20:05:54.509
12.0, 7.296545028686523, 13.515998840332031, 14.462193489074707, 19.017391204833984, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154524956E9, 2021-02-14 20:05:54.524
12.0, 9.458207130432129, 25.304162979125977, 23.86056137084961, 35.106441497802734, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154524956E9, 2021-02-14 20:05:54.524
13.0, -2.8198845386505127, 1.578237771987915, -1.604417085647583, 5.2620391845703125, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154525689E9, 2021-02-14 20:05:54.525
13.0, 5.415375232696533, 10.378222465515137, 12.360369682312012, 24.754398345947266, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154525689E9, 2021-02-14 20:05:54.525
14.0, 13.261685371398926, 21.351089477539062, 23.36689567565918, 26.111982345581055, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154555613E9, 2021-02-14 20:05:54.555
14.0, 1.5894575119018555, 2.0606849193573, -1.5857175588607788, 10.5315580368042, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154555613E9, 2021-02-14 20:05:54.555
15.0, 6.0810770988464355, 12.5062255859375, 8.93088150024414, 12.81663703918457, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154556403E9, 2021-02-14 20:05:54.556
15.0, 14.383655548095703, 20.846202850341797, 23.62120819091797, 21.201492309570312, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154556403E9, 2021-02-14 20:05:54.556
16.0, 10.120169639587402, 10.920507431030273, 15.475706100463867, 22.51793670654297, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154557196E9, 2021-02-14 20:05:54.557
16.0, 6.178314685821533, 3.2200539112091064, -0.8115583062171936, 11.99385929107666, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154557196E9, 2021-02-14 20:05:54.557
17.0, 6.851496696472168, 8.556891441345215, 7.640615463256836, 20.80132293701172, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154569303E9, 2021-02-14 20:05:54.569
17.0, 7.7341132164001465, 23.12006187438965, 26.272796630859375, 28.38957977294922, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154569303E9, 2021-02-14 20:05:54.569
18.0, 2.6740283966064453, 2.6777684688568115, 0.77415931224823, 0.49366679787635803, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154584941E9, 2021-02-14 20:05:54.584
18.0, 7.072150707244873, 15.064316749572754, 13.456159591674805, 21.074337005615234, 0.08000000566244125, 0.01600000075995922, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351154584941E9, 2021-02-14 20:05:54.584
