%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
0.0, 12.221993446350098, 16.30783462524414, 12.38654899597168, 17.287687301635742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197095586E9, 2021-02-14 20:06:37.095
1.0, 14.709026336669922, 24.73008918762207, 23.47161293029785, 23.787633895874023, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197109491E9, 2021-02-14 20:06:37.109
1.0, 15.288710594177246, 19.595205307006836, 17.929080963134766, 20.855552673339844, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197109491E9, 2021-02-14 20:06:37.109
2.0, 6.096036911010742, 5.832374095916748, -0.09723740071058273, 1.6923047304153442, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197126276E9, 2021-02-14 20:06:37.126
2.0, 14.439753532409668, 26.158729553222656, 17.936559677124023, 23.073312759399414, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197126276E9, 2021-02-14 20:06:37.126
3.0, 24.10739517211914, 28.597145080566406, 33.83487319946289, 33.48519515991211, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197126993E9, 2021-02-14 20:06:37.126
3.0, 8.261439323425293, 10.03602123260498, -1.2753058671951294, 3.5809543132781982, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197126993E9, 2021-02-14 20:06:37.126
4.0, 14.387394905090332, 24.99188232421875, 14.817483901977539, 18.70884895324707, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197139361E9, 2021-02-14 20:06:37.139
4.0, 29.545209884643555, 31.65264320373535, 29.799522399902344, 32.87559127807617, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197139361E9, 2021-02-14 20:06:37.139
5.0, 6.739299774169922, 12.018168449401855, 9.177714347839355, 8.427864074707031, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197154932E9, 2021-02-14 20:06:37.154
5.0, 12.480046272277832, 19.546586990356445, 13.377622604370117, 14.086333274841309, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197154932E9, 2021-02-14 20:06:37.154
6.0, 19.144548416137695, 28.60088539123535, 28.131526947021484, 25.80344009399414, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197155703E9, 2021-02-14 20:06:37.155
6.0, 17.962739944458008, 20.762054443359375, 24.65342140197754, 19.59894561767578, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197155703E9, 2021-02-14 20:06:37.155
7.0, 8.665348052978516, 10.342693328857422, 5.677168369293213, 8.267048835754395, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.61335119716923E9, 2021-02-14 20:06:37.169
7.0, 20.161800384521484, 22.7703800201416, 20.711565017700195, 22.302892684936523, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.61335119716923E9, 2021-02-14 20:06:37.169
8.0, 20.917261123657227, 32.52777862548828, 30.083755493164062, 30.171642303466797, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197184938E9, 2021-02-14 20:06:37.184
8.0, 8.968279838562012, 11.45344352722168, -0.26179298758506775, 4.736583232879639, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197184938E9, 2021-02-14 20:06:37.184
9.0, 14.892281532287598, 22.923717498779297, 14.731466293334961, 15.552373886108398, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197185646E9, 2021-02-14 20:06:37.185
9.0, 22.828350067138672, 32.61379623413086, 30.035137176513672, 32.56517791748047, 0.08000000566244125, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197185646E9, 2021-02-14 20:06:37.185
10.0, 6.017498970031738, 11.617999076843262, 9.873335838317871, 7.481669902801514, 0.08000000566244125, 0.01600000075995922, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197215627E9, 2021-02-14 20:06:37.215
10.0, 12.824116706848145, 19.587726593017578, 13.489819526672363, 14.3107271194458, 0.08000000566244125, 0.01600000075995922, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197215627E9, 2021-02-14 20:06:37.215
11.0, 20.15806007385254, 29.44236183166504, 27.910873413085938, 26.674837112426758, 0.08000000566244125, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197216411E9, 2021-02-14 20:06:37.216
11.0, 12.278091430664062, 22.62452507019043, 14.87732219696045, 21.2033634185791, 0.08000000566244125, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197216411E9, 2021-02-14 20:06:37.216
12.0, 10.419361114501953, 10.069680213928223, 6.593443393707275, 7.384432315826416, 0.03200000151991844, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197217097E9, 2021-02-14 20:06:37.217
12.0, 18.50502586364746, 26.3270263671875, 16.545316696166992, 21.461416244506836, 0.03200000151991844, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197217097E9, 2021-02-14 20:06:37.217
13.0, 21.07059669494629, 34.29301452636719, 31.014989852905273, 34.47626876831055, 0.03200000151991844, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197229245E9, 2021-02-14 20:06:37.229
13.0, 8.833643913269043, 5.2227702140808105, 0.026179298758506775, 1.8493804931640625, 0.03200000151991844, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197229245E9, 2021-02-14 20:06:37.229
14.0, 15.30741024017334, 19.060400009155273, 18.291851043701172, 21.02010726928711, 0.03200000151991844, 0.0, 0.527999997138977, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613351197244841E9, 2021-02-14 20:06:37.244
