,channel1,channel2,channel3,channel4
0,-120.25648307520896,-137.18327027466148,-141.9217235185206,-93.5648170914501
1,52.29876098036766,70.4036166658625,74.69702181499451,68.67204298637807
2,-131.04983434733003,-149.15095013286918,-164.5630778502673,-118.42019219696522
3,-42.21973059978336,-40.398399321362376,-40.809788316488266,-8.100623304024339
4,52.167864481918514,65.48190832417458,76.28273939620703,74.72320111468434
5,-84.17766820266843,-97.196259948425,-114.71769124083221,-88.6356289498508
6,-74.26693332009017,-79.16994216199964,-81.7429933315143,-40.054328525438905
7,15.6739207142964,28.21754516568035,34.810988787561655,49.16472481749952
8,-1.8849095776677132,5.041385140269995,-0.7965986905619502,-0.16829549800604582
9,-118.82784129213542,-137.31416677311063,-140.44820293597877,-92.83553660009056
10,-24.59732200857252,-19.114628673531115,-17.192320096306503,6.2979915253818035
11,49.06748741865158,67.74080789741129,78.86701026558876,70.54199296422303
12,-124.92387821990997,-147.75222754944116,-158.1491494262591,-122.11895325314254
13,-39.654159230180085,-40.71629081759602,-43.33048088662326,-10.759692172519863
14,44.79278176929802,65.70630232151598,68.80293948482722,73.76952662598342
15,-79.26343966089189,-93.80043078865856,-110.92543268576264,-86.09249697998166
16,-76.56697179283947,-80.10491715092212,-78.9268486648798,-45.320107663050294
17,14.952120022848248,29.43675255123526,36.71459786500782,42.503962996415794
18,6.761739119887352,2.8049249667674303,-5.086263939738274,4.02413235232234
19,-119.32898788619787,-131.76041533891112,-140.70625603292137,-95.05703717377037
20,-30.16603304259479,-15.165294320322573,-10.396921876817942,4.02787225227803
21,51.266548592597246,68.43642928916961,74.60726421605796,70.35125806648284
22,-122.07033455371857,-145.27641377877444,-156.60831064451486,-117.90408600308001
23,-41.89435930363834,-39.212851035408676,-38.9061792390421,-6.488726423121989
24,38.98471713811159,66.42062321305275,67.3668179018423,79.4466947587207
25,-79.80572515446693,-92.8205770002678,-111.11990748345852,-86.25705257803202
26,-74.19961512088776,-79.09888406284153,-79.6673488561064,-42.096313901245594
27,7.3040246134623885,22.431919934228063,25.124647902324796,41.258576311171055
28,8.747625996358693,8.721446696668863,2.139222774654627,8.799984595738351
29,-121.10544036515057,-132.6916504278779,-143.8440320957452,-94.02482478599995
30,-23.097622126340866,-22.832089229486883,-17.64110809098929,4.936667941510677
31,52.246402380988,68.6234242869541,73.65358972735703,73.71342812664807
32,-125.49982281308621,-143.08857230469584,-155.32552495971322,-115.4993303315714
33,-43.37535968609154,-41.673705206252635,-39.85985372774303,-10.785871472209692
34,44.53098877239972,64.98076173011214,69.24050777964294,71.91079634800553
35,-78.46310107037425,-92.53260470367968,-108.18034611828625,-87.88390905875713
36,-74.63718341570348,-79.65238925628364,-81.95990752894431,-45.11441316548735
37,9.304871089756489,25.072289302945137,33.80495569948107,41.11272021289915
38,5.003986140713096,8.717706796713173,3.092897263355553,5.183501338586211
39,-119.19809138774872,-136.10991898737848,-143.34662540163845,-96.51933805644512
40,-22.248664836399257,-20.797583653591573,-19.937406663782895,2.1579222744330764
41,51.49468248989433,69.90247007180005,76.86242388933897,68.24569439142942
42,-125.07721411809325,-145.31755267828703,-157.7452402310446,-117.00651001371443
43,-42.75827619340271,-39.93091182690114,-41.684924906119704,-13.886248535476625
44,50.78410149831325,61.5475335707888,71.64526345115155,72.61389753967524
45,-79.12880326248705,-94.01360508613288,-101.381207998842,-77.59544428065419
46,-82.79390521906316,-82.94724111724645,-86.17477477900684,-43.02380909025669
47,11.27579836640507,22.14020773768425,26.366294687613845,40.92946511507034
48,8.972019993700087,10.632535574026406,8.770065396092832,10.43058097641915
49,-121.71130415797234,-136.19219678640366,-143.07361270487309,-92.71585980150849
50,-22.52167753316462,-21.115475149825215,-17.199799896217883,-0.2505732970312238
51,46.831027245149016,68.51870708819479,77.9245554767549,70.216621668078
52,-120.89600596763194,-142.98011520598084,-154.13997667375952,-115.757383428514
53,-50.18571750540286,-39.212851035408676,-40.461977620609105,-11.612389362417161
54,40.26750282291323,60.926710178144276,64.59181213472039,69.22928807977587
55,-70.13808376900852,-87.4837397634983,-99.79549041762948,-79.75336655508727
56,-81.98982672858983,-81.67567513231188,-87.79789135977626,-47.724863334558904
57,8.687787597067654,19.25674487184733,23.467872221954167,39.90473252721131
58,10.344563277438283,10.512858775444329,5.434074635617435,8.904701794497669
59,-118.278075998649,-134.5055019063875,-143.30174660217017,-98.64360123127699
60,-27.847295070067048,-17.136221596971154,-15.075536721386015,3.5977837573736906
61,49.98376290779561,72.57275864016265,74.51376671716571,73.7770064258948
62,-120.42103867325932,-142.29945341404527,-151.80627910140902,-115.9817774258554
63,-46.80484794545919,-44.426271573640406,-44.67310497071594,-13.026071545667946
64,38.34145434573293,60.967849077656865,66.57021921128035,74.45018841791898
65,-67.37055780179799,-85.87558278255165,-98.70717953052372,-77.61414378043264
66,-81.25680633727461,-83.60546350944787,-88.44489405211061,-45.92597145587206
67,8.82242399547249,18.430226981639862,19.28292417153716,36.62110036611557
68,4.132589451037347,14.185440531931818,12.566063851118088,9.764878784306347
69,-121.7225238578394,-133.3610925199464,-144.0684260930866,-95.9321737634018
70,-25.39018079917878,-18.733158878050745,-14.944640222936869,3.739899955689907
71,55.324340044520795,71.91827614791691,77.98813377600163,72.34836464282125
72,-116.75219681672752,-142.57246611081064,-155.90894935280085,-114.67655234131962
73,-47.99413613136858,-40.450757920742035,-44.048541678115726,-16.90434779971838
74,42.447864497080445,55.791827538982034,69.39010377787054,70.09320496954024
75,-72.76723343785852,-85.43427458778024,-97.12894174922258,-80.2956520486623
76,-86.20095407869667,-86.69088097289205,-85.50159278698266,-45.60060015972704
77,4.401862247847021,16.06661020964384,17.24467869568616,38.894959539175034
78,14.555690627545118,19.78033086564392,12.801677548326552,16.10774910915643
79,-117.71335110533983,-132.85246612597257,-142.97637530602515,-93.86400908790529
80,-26.055882991291583,-23.523970721289515,-22.319722935557365,2.090604075230658
81,57.310226920992136,69.34522497840226,75.68435540329665,72.46056164149195
82,-124.23947652801871,-137.6245784694329,-151.7800998017192,-112.97489786148071
83,-48.69723732303828,-44.31033467501402,-44.26919577550143,-18.594782579690218
84,41.621346606872976,59.93937658984214,70.24654086772352,70.89354356005788
85,-67.76324729714543,-83.18285481445491,-87.72309336066246,-71.93323574773967
86,-81.67941503226757,-87.80163125973195,-87.17332806717604,-46.96940354350954
87,6.83279721904546,15.72253941372037,19.238045372068882,34.62025388982147
88,9.129095791839063,16.276044607162476,12.996152346022427,18.07867638580501
89,-117.29448231030256,-136.67464388068765,-142.1012387163937,-98.58750273194164
90,-29.76586374733597,-21.425886846147478,-22.17386683728546,1.4660407826304436
91,53.54040776565671,71.28249315544963,72.0716120461002,75.31784520763904
